accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	F_coverage	G_coverage	genome_coverage
MT854097	MT854097.1	SAF/216/May-13	2013-05-27	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854093	MT854093.1	SAF/212/May-13	2013-05-31	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854096	MT854096.1	SAF/215/May-13	2013-05-31	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.682	0.042
MT854104	MT854104.1	SAF/223/May-13	2013-05-31	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.689	0.042
KM873481	KM873481.1	TBp-13-0231	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873482	KM873482.1	TBp-13-0233	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873483	KM873483.1	TBp-13-0245	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873484	KM873484.1	TBp-13-0246	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873487	KM873487.1	TEv-13-0221	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873502	KM873502.1	TOp-13-0194	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.285	0.018
KM873503	KM873503.1	TOp-13-0219	2013-06-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KY911055	KY911055.1	GHA/RV182/2013	2013-06-04	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
KT765074	KT765074.1	CD13060810	2013-06-08	Asia	China			Homo sapiens	2016-03-08		Hu et al		Hu,W.P., Pei,F.X.		0.000	0.340	0.021
MT854105	MT854105.1	SAF/224/Jun-13	2013-06-09	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.779	0.048
MT854085	MT854085.1	SAF/204/Jun-13	2013-06-11	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854095	MT854095.1	SAF/214/Jun-13	2013-06-12	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.692	0.042
KY911054	KY911054.1	GHA/RV200/2013	2013-06-18	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854089	MT854089.1	SAF/208/Jun-13	2013-06-18	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854099	MT854099.1	SAF/218/Jun-13	2013-06-18	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854094	MT854094.1	SAF/213/Jun-13	2013-06-19	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854218	MT854218.1	MAL/158/Jun-13	2013-06-20	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.673	0.041
MT854087	MT854087.1	SAF/206/Jun-13	2013-06-26	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
AB918705	AB918705.1	AB918705	2013-07-XX	Asia	Japan	Okinawa		Homo sapiens	2014-03-19		Nidaira et al		Nidaira,M., Kato,T., Arakaki,E., Kyan,H., Takara,T., Okano,S., Kudaka,J.		0.000	0.455	0.028
KM873488	KM873488.1	TEv-13-0259	2013-07-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873509	KM873509.1	TRi-13-0032	2013-07-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KM873510	KM873510.1	TRi-13-0037	2013-07-XX	Asia	Philippines			Homo sapiens	2015-01-28		Malasao et al		Malasao,R., Okamoto,M., Chaimongkol,N., Imamura,T., Tohma,K., Dapat,I., Dapat,C., Suzuki,A., Saito,M., Tamaki,R., Pedrera-Rico,G.A., Aniceto,R., Quicho,R.F., Segubre-Mercado,E., Lupisan,S., Oshitani,H., Igoy,M.A.U., Olveda,R.		0.000	0.340	0.022
KY328125	KY328125.1	TH-CU/CB47/2013	2013-07-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328128	KY328128.1	TH-CU/CB18/2013	2013-07-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY911047	KY911047.1	GHA/RV209/2013	2013-07-04	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
KY911052	KY911052.1	GHA/RV205/2013	2013-07-04	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.325	0.021
LC037606	LC037606.1	LC037606	2013-07-05	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037607	LC037607.1	LC037607	2013-07-09	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
KX775893	KX775893.1	KEN/1504/Jul-13	2013-07-10	Africa	Kenya			Homo sapiens	2016-10-05		Kamau et al		Kamau,E., Agoti,C.N., Lewa,C.S., Oketch,J., Owor,B.E., Otieno,G.P., Bett,A., Cane,P.A., Nokes,D.J., Kamau,E.M., Owor,B., Lewa,C., Nokes,J.D.		0.000	0.000	0.032
KY911040	KY911040.1	GHA/RV217/2013	2013-07-10	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854291	MT854291.1	GAM/083/Jul-13	2013-07-10	Africa	Gambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.773	0.047
KY911051	KY911051.1	GHA/RV218/2013	2013-07-11	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.277	0.017
KT765075	KT765075.1	CD13071603	2013-07-16	Asia	China			Homo sapiens	2016-03-08		Hu et al		Hu,W.P., Pei,F.X.		0.000	0.340	0.021
KY911036	KY911036.1	GHA/RV222/2013	2013-07-16	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854197	MT854197.1	MAL/137/Jul-13	2013-07-16	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.781	0.048
KY911021	KY911021.1	GHA/RV224/2013	2013-07-18	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
LC037608	LC037608.1	LC037608	2013-07-18	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
MT854191	MT854191.1	MAL/131/Jul-13	2013-07-18	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854190	MT854190.1	MAL/130/Jul-13	2013-07-22	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
KY911056	KY911056.1	GHA/RV230/2013	2013-07-23	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854278	MT854278.1	GAM/070/Jul-13	2013-07-26	Africa	Gambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.779	0.048
KY911048	KY911048.1	GHA/RV239/2013	2013-07-30	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
LC037609	LC037609.1	LC037609	2013-07-30	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
MT854279	MT854279.1	GAM/071/Jul-13	2013-07-30	Africa	Gambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
KY328094	KY328094.1	TH-CU/C4014/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328117	KY328117.1	TH-CU/C4051/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328118	KY328118.1	TH-CU/C4066/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328119	KY328119.1	TH-CU/C4065/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328122	KY328122.1	TH-CU/CB75/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328123	KY328123.1	TH-CU/CB82/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.644	0.039
KY328124	KY328124.1	TH-CU/CB71/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY328126	KY328126.1	TH-CU/CB84/2013	2013-08-01	Asia	Thailand			Homo sapiens	2017-10-25		Thongpan et al		Thongpan,I., Mauleekoonphairoj,J., Vichiwattana,P., Korkong,S., Vongpunsawad,S., Poovorawan,Y.		0.000	0.647	0.039
KY911038	KY911038.1	GHA/RV240/2013	2013-08-01	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
LC037610	LC037610.1	LC037610	2013-08-01	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037611	LC037611.1	LC037611	2013-08-02	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
KY911020	KY911020.1	GHA/RV244/2013	2013-08-05	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
KY911041	KY911041.1	GHA/RV243/2013	2013-08-05	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
KY911057	KY911057.1	GHA/RV242/2013	2013-08-05	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
LC037612	LC037612.1	LC037612	2013-08-05	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037613	LC037613.1	LC037613	2013-08-05	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037614	LC037614.1	LC037614	2013-08-05	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037616	LC037616.1	LC037616	2013-08-05	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
MT854098	MT854098.1	SAF/217/Aug-13	2013-08-05	Africa	South Africa			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
LC037617	LC037617.1	LC037617	2013-08-06	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037618	LC037618.1	LC037618	2013-08-08	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037619	LC037619.1	LC037619	2013-08-08	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037620	LC037620.1	LC037620	2013-08-08	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037621	LC037621.1	LC037621	2013-08-08	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC037622	LC037622.1	LC037622	2013-08-09	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
KY911033	KY911033.1	GHA/RV252/2013	2013-08-12	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
LC037624	LC037624.1	LC037624	2013-08-12	Asia	Japan	Niigata		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Sano,Y.		0.000	0.340	0.021
LC311394	LC311394.1	LC311394	2013-08-12	Asia	Philippines			Homo sapiens	2018-05-12		Okamoto et al		Okamoto,M., Dapat,C.P., Sandagon,A.M.D., Batangan-Nacion,L.P., Lirio,I.C., Tamaki,R., Saito,M., Saito-Obata,M., Lupisan,S.P., Oshitani,H., Dapat,C.		0.000	1.000	0.061
LC311558	LC311558.1	LC311558	2013-08-12	Asia	Philippines			Homo sapiens	2018-05-12		Okamoto et al		Okamoto,M., Dapat,C.P., Sandagon,A.M.D., Batangan-Nacion,L.P., Lirio,I.C., Tamaki,R., Saito,M., Saito-Obata,M., Lupisan,S.P., Oshitani,H., Dapat,C.		1.000	0.000	0.114
MT854192	MT854192.1	MAL/132/Aug-13	2013-08-12	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854280	MT854280.1	GAM/072/Aug-13	2013-08-13	Africa	Gambia			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.789	0.048
KY911080	KY911080.1	GHA/RV253/2013	2013-08-14	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.277	0.017
KY911037	KY911037.1	GHA/RV255/2013	2013-08-15	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
KY911059	KY911059.1	GHA/RV257/2013	2013-08-15	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854146	MT854146.1	MAL/086/Aug-13	2013-08-19	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854167	MT854167.1	MAL/107/Aug-13	2013-08-19	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.003	0.789	0.048
KY911058	KY911058.1	GHA/RV261/2013	2013-08-22	Africa	Ghana			Homo sapiens	2018-09-24		Obodai et al		Obodai,E., Odoom,J.K., Adiku,T., Goka,B., Wolff,T., Biere,B., Schweiger,B., Reiche,J.		0.000	0.340	0.021
MT854196	MT854196.1	MAL/136/Aug-13	2013-08-23	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854175	MT854175.1	MAL/115/Aug-13	2013-08-25	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854210	MT854210.1	MAL/150/Aug-13	2013-08-25	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854213	MT854213.1	MAL/153/Aug-13	2013-08-26	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT882103	MT882103.1	NIV1316386	2013-08-26	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.		0.079	1.000	0.076
MT854193	MT854193.1	MAL/133/Aug-13	2013-08-27	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854207	MT854207.1	MAL/147/Aug-13	2013-08-27	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.789	0.048
MT854216	MT854216.1	MAL/156/Aug-13	2013-08-27	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
MT854171	MT854171.1	MAL/111/Aug-13	2013-08-28	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.785	0.048
LC037846	LC037846.1	LC037846	2013-08-29	Asia	Japan	Yamaguchi		Homo sapiens	2015-03-26		Hibino et al		Hibino,A., Saito,R., Taniguchi,K., Zaraket,H., Shobugawa,Y., Matsui,T., Suzuki,H., Shoubugawa,Y., Suzuki,E.		0.000	0.340	0.021
MT854119	MT854119.1	MAL/059/Aug-13	2013-08-29	Africa	Mali			Homo sapiens	2020-10-14		Oketch et al		Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.		0.000	0.790	0.049
